SciClops Context,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.topic,Input.main_claim,Input.main_claim_URL,Input.related_claim_1,Input.related_claim_1_URL,Input.related_claim_2,Input.related_claim_2_URL,Input.related_claim_3,Input.related_claim_3_URL,Input.related_paper_1,Input.related_paper_1_URL,Input.related_paper_2,Input.related_paper_2_URL,Input.related_paper_3,Input.related_paper_3_URL,Input.related_factcheck_1,Input.related_factcheck_1_LABEL,Input.related_factcheck_2,Input.related_factcheck_2_LABEL,Input.related_factcheck_3,Input.related_factcheck_3_LABEL,Answer.Confidence1.Confidence1,Answer.Confidence2.Confidence2,Answer.Confidence3.Confidence3,Answer.Confidence4.Confidence4,Answer.Confidence5.Confidence5,Answer.Effort0.Effort0,Answer.Effort1.Effort1,Answer.Effort2.Effort2,Answer.Effort3.Effort3,Answer.Effort4.Effort4,Answer.Effort5.Effort5,Answer.Validity+1.Validity+1,Answer.Validity+2.Validity+2,Answer.Validity-1.Validity-1,Answer.Validity-2.Validity-2,Answer.Validity0.Validity0,Answer.ValidityNA.ValidityNA,Approve,Reject
original-context,3Y40HMYLL1Z0CJXYWY0BK8KXCIGUXR,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3LRKMWOKB6YIJMM44YJSZU11EH6Z2O,A2DVEFYE4H040O,Approved,Wed May 13 12:50:48 PDT 2020,Wed May 13 13:31:59 PDT 2020,Sat May 16 13:31:59 PDT 2020,Wed May 13 14:59:03 PDT 2020,,,2471,100% (5/5),100% (5/5),100% (5/5),cancer-marijuana,people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.,https://www.mpp.org/marijuana-is-safer/,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,'The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.',TRUE,'The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.',FALSE,"'A majority of Americans now live in states where they have decided to legalize cannabis,' including recreational and medical marijuana.",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
original-context,3Y40HMYLL1Z0CJXYWY0BK8KXCIGUXR,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3OXV7EAXLF75GUYC6T0ML6DYFRA63G,A2JJF5OFND2KL5,Approved,Wed May 13 12:50:28 PDT 2020,Wed May 13 13:30:59 PDT 2020,Sat May 16 13:30:59 PDT 2020,Wed May 13 14:59:10 PDT 2020,,,2431,100% (1/1),100% (1/1),100% (1/1),cancer-marijuana,people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.,https://www.mpp.org/marijuana-is-safer/,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,'The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.',TRUE,'The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.',FALSE,"'A majority of Americans now live in states where they have decided to legalize cannabis,' including recreational and medical marijuana.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
original-context,3Y40HMYLL1Z0CJXYWY0BK8KXCIGUXR,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3PMBY0YE28KGBDWTXTEZYJ8UB5V9CS,AKSJ3C5O3V9RB,Approved,Wed May 13 12:52:09 PDT 2020,Wed May 13 13:45:13 PDT 2020,Sat May 16 13:45:13 PDT 2020,Wed May 13 14:59:10 PDT 2020,,,3184,100% (7/7),100% (6/6),100% (6/6),cancer-marijuana,people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.,https://www.mpp.org/marijuana-is-safer/,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,'The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.',TRUE,'The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.',FALSE,"'A majority of Americans now live in states where they have decided to legalize cannabis,' including recreational and medical marijuana.",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
original-context,3MVY4USGB64N7BGZ875A2XFU38RSI9,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3EICBYG645D5HP92J55CNDMX7A7JCX,AWJ0LF6A0LXJN,Approved,Wed May 13 12:51:06 PDT 2020,Wed May 13 12:58:45 PDT 2020,Sat May 16 12:58:45 PDT 2020,Wed May 13 14:58:58 PDT 2020,,,459,100% (21/21),100% (21/21),100% (21/21),cancer-cannabis,cannabis use can help reduce the risk of certain cancers.,https://newstarget.com/2016-09-21-national-cancer-institute-90-of-population-not-aware-that-alcohol-causes-cancer.html,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,Experience of adjunctive cannabis use for chronic non-cancer pain: findings from the Pain and Opioids IN Treatment (POINT) study.,https://www.ncbi.nlm.nih.gov/pubmed/25533893,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,"The Affordable Care Act says that 'at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.'",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
original-context,3MVY4USGB64N7BGZ875A2XFU38RSI9,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3II4UPYCOKOW84JTERKW4KG165BDQI,A12ATVBE1I4567,Approved,Wed May 13 13:06:48 PDT 2020,Wed May 13 13:14:42 PDT 2020,Sat May 16 13:14:42 PDT 2020,Wed May 13 14:58:58 PDT 2020,,,474,100% (2/2),100% (2/2),100% (2/2),cancer-cannabis,cannabis use can help reduce the risk of certain cancers.,https://newstarget.com/2016-09-21-national-cancer-institute-90-of-population-not-aware-that-alcohol-causes-cancer.html,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,Experience of adjunctive cannabis use for chronic non-cancer pain: findings from the Pain and Opioids IN Treatment (POINT) study.,https://www.ncbi.nlm.nih.gov/pubmed/25533893,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,"The Affordable Care Act says that 'at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.'",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
original-context,3MVY4USGB64N7BGZ875A2XFU38RSI9,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3K4J6M3CXFA7X8M3RLOIK54TFF5AGI,A23KAJRDVCVGOE,Approved,Wed May 13 12:50:27 PDT 2020,Wed May 13 12:51:42 PDT 2020,Sat May 16 12:51:42 PDT 2020,Wed May 13 14:58:58 PDT 2020,,,75,100% (27/27),100% (26/26),100% (26/26),cancer-cannabis,cannabis use can help reduce the risk of certain cancers.,https://newstarget.com/2016-09-21-national-cancer-institute-90-of-population-not-aware-that-alcohol-causes-cancer.html,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,Experience of adjunctive cannabis use for chronic non-cancer pain: findings from the Pain and Opioids IN Treatment (POINT) study.,https://www.ncbi.nlm.nih.gov/pubmed/25533893,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,"The Affordable Care Act says that 'at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.'",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
original-context,3M93N4X8HK4J2M05QPQAEYUUGNGSJL,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,358UUM7WR0KG3WXJ0T6A9IGAGGAR74,AWJ0LF6A0LXJN,Approved,Wed May 13 12:51:14 PDT 2020,Wed May 13 13:03:45 PDT 2020,Sat May 16 13:03:45 PDT 2020,Wed May 13 14:58:57 PDT 2020,,,751,100% (21/21),100% (21/21),100% (21/21),marijuana-stress,marijuana does not treat chronic pain or post-traumatic stress disorder.,https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,"The most comprehensive research review ever done on the topic found that marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"But when it comes to using marijuana to treat chronic pain or post-traumatic stress disorder , two related reviews published Monday in the journal Annals of Internal Medicine find little scientific evidence to support either its effectiveness or its safety.",https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,,,Marijuana use is associated with worse outcomes in symptom severity and violent behavior in patients with posttraumatic stress disorder.,https://www.ncbi.nlm.nih.gov/pubmed/26455669,"Social capital in relation to alcohol consumption, smoking, and illicit drug use among adolescents: a cross-sectional study in Sweden",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3663768/,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
original-context,3M93N4X8HK4J2M05QPQAEYUUGNGSJL,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3M68NM076IOXZWJEHJ1I34GEL5QR65,A1TIO97G4K0ZFF,Approved,Wed May 13 12:51:14 PDT 2020,Wed May 13 13:03:51 PDT 2020,Sat May 16 13:03:51 PDT 2020,Wed May 13 14:58:58 PDT 2020,,,757,100% (19/19),100% (19/19),100% (19/19),marijuana-stress,marijuana does not treat chronic pain or post-traumatic stress disorder.,https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,"The most comprehensive research review ever done on the topic found that marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"But when it comes to using marijuana to treat chronic pain or post-traumatic stress disorder , two related reviews published Monday in the journal Annals of Internal Medicine find little scientific evidence to support either its effectiveness or its safety.",https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,,,Marijuana use is associated with worse outcomes in symptom severity and violent behavior in patients with posttraumatic stress disorder.,https://www.ncbi.nlm.nih.gov/pubmed/26455669,"Social capital in relation to alcohol consumption, smoking, and illicit drug use among adolescents: a cross-sectional study in Sweden",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3663768/,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
original-context,3M93N4X8HK4J2M05QPQAEYUUGNGSJL,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3X66WABAJXZ7DNNII698XXQN95DG3S,A23KAJRDVCVGOE,Approved,Wed May 13 12:50:49 PDT 2020,Wed May 13 12:57:43 PDT 2020,Sat May 16 12:57:43 PDT 2020,Wed May 13 14:58:58 PDT 2020,,,414,100% (27/27),100% (26/26),100% (26/26),marijuana-stress,marijuana does not treat chronic pain or post-traumatic stress disorder.,https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,"The most comprehensive research review ever done on the topic found that marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"But when it comes to using marijuana to treat chronic pain or post-traumatic stress disorder , two related reviews published Monday in the journal Annals of Internal Medicine find little scientific evidence to support either its effectiveness or its safety.",https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,,,Marijuana use is associated with worse outcomes in symptom severity and violent behavior in patients with posttraumatic stress disorder.,https://www.ncbi.nlm.nih.gov/pubmed/26455669,"Social capital in relation to alcohol consumption, smoking, and illicit drug use among adolescents: a cross-sectional study in Sweden",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3663768/,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
original-context,3RDTX9JRTYI8DC34GA1MUDKVX4S79J,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3L0KT67Y8FXBJVTX2RWFC5536H1YSZ,A23KAJRDVCVGOE,Approved,Wed May 13 12:50:43 PDT 2020,Wed May 13 12:56:05 PDT 2020,Sat May 16 12:56:05 PDT 2020,Wed May 13 14:59:00 PDT 2020,,,322,100% (27/27),100% (26/26),100% (26/26),marijuana-stress,"marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"The most comprehensive research review ever done on the topic found that marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"But when it comes to using marijuana to treat chronic pain or post-traumatic stress disorder , two related reviews published Monday in the journal Annals of Internal Medicine find little scientific evidence to support either its effectiveness or its safety.",https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,,,Marijuana use is associated with worse outcomes in symptom severity and violent behavior in patients with posttraumatic stress disorder.,https://www.ncbi.nlm.nih.gov/pubmed/26455669,"Social capital in relation to alcohol consumption, smoking, and illicit drug use among adolescents: a cross-sectional study in Sweden",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3663768/,FDA and Marijuana: Questions and Answers,https://www.fda.gov/NewsEvents/PublicHealthFocus/ucm421168.htm#dietarysuppl,"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",FALSE,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
original-context,3RDTX9JRTYI8DC34GA1MUDKVX4S79J,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 12:49:57 PDT 2020,3,BatchId:4036074;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 12:49:57 PDT 2020,,,3TUI152ZZC42G93HYY013IFSH9FQ1E,A1TIO97G4K0ZFF,Approved,Wed May 13 13:53:22 PDT 2020,Wed May 13 14:02:59 PDT 2020,Sat May 16 14:02:59 PDT 2020,Wed May 13 14:59:00 PDT 2020,,,577,100% (19/19),100% (19/19),100% (19/19),marijuana-stress,"marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"The most comprehensive research review ever done on the topic found that marijuana can help battle depression, anxiety, post-traumatic stress disorder, and even addictions to alcohol and painkillers.",https://www.mensjournal.com/health-fitness/study-marijuana-can-help-battle-depression-anxiety-ptsd-and-addiction-w453012,"But when it comes to using marijuana to treat chronic pain or post-traumatic stress disorder , two related reviews published Monday in the journal Annals of Internal Medicine find little scientific evidence to support either its effectiveness or its safety.",https://edition.cnn.com/2017/08/14/health/medical-marijuana-pain-ptsd-study/index.html,,,Marijuana use is associated with worse outcomes in symptom severity and violent behavior in patients with posttraumatic stress disorder.,https://www.ncbi.nlm.nih.gov/pubmed/26455669,"Social capital in relation to alcohol consumption, smoking, and illicit drug use among adolescents: a cross-sectional study in Sweden",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3663768/,FDA and Marijuana: Questions and Answers,https://www.fda.gov/NewsEvents/PublicHealthFocus/ucm421168.htm#dietarysuppl,"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",FALSE,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
